ID,Name,Producer,Group,Type,Standard (ASBC/EBC/ION),Moisture (%),"Extract, F.G. dry (%)",Extract (L/KG),Fine-coarse difference (EBC),Potential (SG),Color (EBC),Diastatic power (ºWK),Protein Total (%),Soluble protein (%),Total Nitrogen (%),Soluble Nitrogen (mg/100g),Max in Batch (%),FAN (mg/g),Alpha Amylase (Dry min),Beta Glucans (mg/l),Saccharification time (min),Viscosity (mPa.s),DMS-P,Kolbach Index,Friability (%),Wort pH,Country,Notes,
e8cfb15b-9724-4def-bee4-9ba73ec34c99,Pilsen Malt,Bindewald,base,grain,EBC,,,,,,4,,,,,,,,,,,,,,,,,,
3da2914e-d4a4-47e3-a2a2-352939939c8c,Pale Ale Malt,Bindewald,base,grain,EBC,,,,,,7,,,,,,,,,,,,,,,,,,
48bfa57b-00c1-4005-ab9a-3ddab176a25f,Wheat Malt,Bindewald,base,grain,EBC,,,,,,5,,,,,,,,,,,,,,,,,,
96655e48-4ab5-4465-952d-798c9399037a,Rye Malt,Bindewald,base,grain,EBC,,,,,,5,,,,,,,,,,,,,,,,,,
f25c80ea-4e87-4acc-bdf8-74a1ef4c4dd9,Barley Malt Vienna,Bindewald,base,grain,EBC,,,,,,9,,,,,,,,,,,,,,,,,,
ab871562-7f7b-4f05-a6fd-2f268a2bd127,Barley Malt Munich 15,Bindewald,base,grain,EBC,,,,,,10,,,,,,,,,,,,,,,,,,
ec87f033-8588-482b-a9e5-1ffaf2e2da94,Barley Malt Munich 25,Bindewald,base,grain,EBC,,,,,,25,,,,,,,,,,,,,,,,,,
bdd261b8-5826-4a89-8eae-3f86d2bf7289,Caramel Malt Barley Extra Light 10,Bindewald,caramel,grain,EBC,,,,,,10,,,,,,,,,,,,,,,,,,
0e475e94-381f-4857-9bb2-d713ea4b9157,Caramel Malt Barley Light 30,Bindewald,caramel,grain,EBC,,,,,,30,,,,,,,,,,,,,,,,,,
626db0c9-0ba3-42bd-94fd-c2155a75c257,Caramel Malt Barley Red 50,Bindewald,caramel,grain,EBC,,,,,,50,,,,,,,,,,,,,,,,,,
8e5027e1-530b-4f83-af9c-d963ebdd92a9,Caramel Malt Barley Amber 80,Bindewald,caramel,grain,EBC,,,,,,80,,,,,,,,,,,,,,,,,,
68cd8e65-975f-4cba-b277-07781e342f5c,Caramel Malt Barley Munich 100,Bindewald,caramel,grain,EBC,,,,,,100,,,,,,,,,,,,,,,,,,
f1fae6a8-0c2c-46d0-b9e1-fad60e4e29df,Caramel Malt Barley Munich Dark 150,Bindewald,caramel,grain,EBC,,,,,,150,,,,,,,,,,,,,,,,,,
2e81206e-1703-4753-81c6-5d7579edcb49,Caramel Malt Barley Special 300,Bindewald,caramel,grain,EBC,,,,,,300,,,,,,,,,,,,,,,,,,
8b47fafa-9871-45bc-be01-9ac57589e994,Caramel Malt Barley Extra Dark 500,Bindewald,caramel,grain,EBC,,,,,,500,,,,,,,,,,,,,,,,,,
d3bad566-472f-453e-9ab7-bee2d39e357a,Caramel Malt Wheat 50,Bindewald,caramel,grain,EBC,,,,,,60,,,,,,,,,,,,,,,,,,
cb152879-5896-4949-9499-532cf0de6ec5,Caramel Malt Wheat Dark 100,Bindewald,caramel,grain,EBC,,,,,,110,,,,,,,,,,,,,,,,,,
83624a93-62d9-4f7c-bd9c-d2ffc2dfdc50,Barley Special Biscuit 50,Bindewald,roasted,grain,EBC,,,,,,50,,,,,,,,,,,,,,,,,,
80388159-695a-4fda-ab07-550c115053ad,Roasted Barley Grain 900,Bindewald,roasted,grain,EBC,,,,,,900,,,,,,,,,,,,,,,,,,
b7070b97-8354-4d09-8bd8-50bb71260734,Roasted Malt Barley Chocolate 1000,Bindewald,roasted,grain,EBC,,,,,,1000,,,,,,,,,,,,,,,,,,
b70d882b-3aab-43a7-8943-85ec1078089e,Roasted Malt Wheat 1200,Bindewald,roasted,grain,EBC,,,,,,1200,,,,,,,,,,,,,,,,,,
92319ce5-9fcd-435d-9bea-1274b8a0b2c6,Roasted Malt Barley Extra Dark 1400,Bindewald,roasted,grain,EBC,,,,,,1400,,,,,,,,,,,,,,,,,,
fc8e007a-313d-4adb-912d-ab41c0c7c3da,Malt Melanoidin,Bindewald,specialty,grain,EBC,,,,,,80,,,,,,,,,,,,,,,,,,
7403c995-4d29-4ea6-abf9-b1b0135f9739,Sour Malt,Bindewald,specialty,grain,EBC,,,,,,6,,,,,,,,,,,,,,,,,,
73d921b1-486a-4842-b7ee-fa0afa534527,Malt C. P.,Bindewald,specialty,grain,EBC,,,,,,6,,,,,,,,,,,,,,,,,,
b50c4bd3-7b6f-4127-b2ea-72ba01c4a407,Smoked Malt Plus,Bindewald,specialty,grain,EBC,,,,,,6,,,,,,,,,,,,,,,,,,
a6aa7a2b-52f6-4355-a104-ce77182cc7b7,Brewers Malt,Briess,,grain,ASBC,4.2,81,,1,,3.5,474,11.5,,1.84,,,,65,,,,,,,,US,"Clean, sweet, mild malty — Use as base malt for all styles; contributes a light straw color",
154ced4b-3da3-4222-9e8c-88b740784a4c,Full Pint Brewers Malt,Briess,,grain,ASBC,4.6,81,,1,,3.3,509,11.2,,1.792,,,,73,,,,,,,,US,"Clean, sweet, mild malty — Single varietal base malt; contributes a light straw color",
a629fe82-b530-4525-b6ff-31adb987695f,Synergy Select Pilsen Malt,Briess,,grain,ASBC,4.5,83,,1,,3.5,334,10.9,,1.744,,,,58,,,,,,,,US,"Balanced malty flavor with subtle honey, bready and cracker notes — A true European-style Pilsen Malt",
b2ceef70-fbff-49e8-8639-fe4ffcf08966,Synergy Select Pilsen MaltGems™,Briess,,grain,ASBC,4.4,83.3,,0.9,,3.5,334,10.9,,1.744,,,,58,,,,,,,,US,"Exceptionally clean, sweet flavor with notes of bread, cracker, and honey — Custom milled to remove bitter, astringent qualities",
495af70d-7a04-4b8c-8c56-abc35179075c,Pilsen Malt,Briess,,grain,ASBC,4.5,83.3,,1.5,,2.4,579,11.3,,1.808,,,,65,,,,,,,,US,"Clean, sweet, delicately malty — Lightest color base malt available; produces light colored, clean, crisp wort; excellent choice for lagers",
63945a80-8838-4a3f-a561-35dc9db48db1,"Wheat Malt, White",Briess,,grain,ASBC,5,81,,1.5,,5.5,404,11.5,,1.84,,,,20,,,,,,,,US,"Sweet, malty, wheat, mild bread dough — Use as part or all of base malt in wheat beers; improves head and head retention in all styles",
3b5e6ade-3469-452c-b82d-4f14cb1919c2,"Wheat Malt, Red ",Briess,,grain,ASBC,5,83,,1.5,,5.9,369,12.5,,2,,,,20,,,,,,,,US,"Creamy, sweet, malty, wheat flour — Use as part or all of base malt in wheat beers; runs efficiently through the brewhouse",
a6e2b6a1-01fa-4b30-bd8b-aa37c4449ccd,Goldpils® Vienna Malt,Briess,,grain,ASBC,3.5,80,,2,,6.9,264,12,,1.92,,,,45,,,,,,,,US,"Rich malty, hints of biscuit — Superb example of this classic malt style; finishes exceptionally clean, contributes light golden color",
dea3c479-429f-4635-9001-be38fbf362ec,Pale Ale Malt,Briess,,grain,ASBC,4,80,,1.5,,6.9,281.5,11.7,,1.872,,,,45,,,,,,,,US,"Rich malty, hints of biscuit and nuts — Fully modified, high extract, low protein malt; proprietary process develops unique flavor",
c1e2d7db-cf0b-40d8-be7c-e9b2a5eed583,Ashburne® Mild Malt,Briess,,grain,ASBC,3.5,79,,2,,10.4,211.5,11.7,,1.872,,,,45,,,,,,,,US,"Slightly malty and sweet, subtle toasty note — Use as base or high percentage specialty malt; lends higher residual maltiness/mouthfeel",
b7a70491-07d7-485a-ae0c-f3c5670929bb,Bonlander® Munich Malt 10L,Briess,,grain,ASBC,3.3,78,,,,19.7,124,11.7,,1.872,,,,35,,,,,,,,US,"Clean, slightly sweet, rich malty — European-style Munich Malt with clean, malty flavor; golden amber leaning toward orange hues",
e0aaa434-ea5b-43fd-b08a-1af98ed5676e,Aromatic Munich Malt 20L,Briess,,grain,ASBC,2.5,77,,,,39.4,54,11.7,,1.872,,,,25,,,,,,,,US,"Very smooth, clean, slightly sweet, rich intense malty — European-style dark Munich Malt with clean, intense malty flavor",
d42bf305-babe-4ade-93e8-3ce1e8da14cd,Dark Munich Malt 30L,Briess,,grain,ASBC,3.3,78,,,,59.1,141.5,12,,1.92,,,,30,,,,,,,,US,"Clean, slightly sweet, big rich malty, slight toast - European-style Munich Malt hybrid with a clean, big malty flavor with slight toasty notes",
ec19d171-c1be-449a-a1cf-cc13087a6863,Carapils® Malt,Briess,,grain,ASBC,6.5,75,,,,3,,,,,,,,,,,,,,,,US,"No flavor or color contribution — Very unique dextrine-style malt adds body, foam retention and stability; full glassy",
de5807c3-57ed-4b5b-8a97-486c071ddfc7,Carapils® Copper Malt,Briess,,grain,ASBC,5.5,75,,,,59.1,,,,,,,,,,,,,,,,US,"Malty, graham cracker, toasty — Unique dextrine-style malt adds body, foam retention, beer stability, color and flavor",
de659abe-b51a-4aa9-a50c-350345a1913a,Blonde RoastOat™ Malt,Briess,,grain,ASBC,3,75,,,,11.8,,,,,,,,,,,,,,,,US,"Slightly sweet, lightly roasted, toasty, oaty — Unique specialty malted/roasted oat with subtle flavors and mouthfeel; golden hues",
e2013ff6-3e19-42ac-8c4a-dbb5fddc31c5,American Honey Malt,Briess,,grain,ASBC,4.5,82,,,,49.3,,,,,,,,,,,,,,,,US,Traditional melanoidin style malt — Complex flavor profile from light honey to more intense bakery flavors with higher usage,
343e2173-ba24-4501-9b5a-9ece1657010b,Victory® Malt,Briess,,grain,ASBC,2.5,75,,,,55.2,,,,,,,,,,,,,,,,US,"Toasty, biscuity, baking bread, nutty, clean — Biscuit-style malt; well suited for ales and lagers alike; deep golden to brown hues",
cce15eda-2e54-4b39-838f-cc258871d7bc,Special Roast Malt,Briess,,grain,ASBC,2.5,75,,,,78.8,,,,,,,,,,,,,,,,US,"Toasty, biscuity, bran flakes, sourdough, tangy — Biscuit-style malt; proprietary process develops distinguishing sourdough/tangy flavor",
6a6e481a-594c-4f48-8767-d8d82be830e9,Extra Special Malt,Briess,,grain,ASBC,2.5,73,,,,256.1,,,,,,,,,,,,,,,,US,"Toasted marshmallow, toast, mild coffee, prunes, dry, woody — Hybrid drum roasted malt; has both caramel and dry roasted flavors",
95688a39-238b-4c86-90b3-4bd338de4db8,Rye Malt,Briess,,grain,ASBC,4.5,84,,,,7.3,351.5,10,,,,,,40,,,,,,,,US,Spicy rye — Use in rye beers or to build flavor or add interest to other styles, use in 5% increments until desired flavor is achieved
7e9e65c9-2b6f-4f45-be05-07c78a9bda5c,"Smoked Malt, Apple Wood",Briess,smoked,grain,ASBC,6,80.5,,,,11.8,299,11,,,,,,45,,,,,,,,US,"Pronounced smoke, applewood, sweet, smooth — Smooth smoke aromas",
7e6310f3-cdd0-4f68-9ca4-ee80d8319fee,"Smoked Malt, Cherry Wood",Briess,smoked,grain,ASBC,6,80.5,,,,9.9,299,11,,,,,,45,,,,,,,,US,"Pronounced smoke, subtle fruity, malty sweet, smooth, clean — Sweeter than Mesquite Smoked Malt; pleasant smoke aroma",
c61ddec5-80ff-42b2-be38-c119cb82293b,"Smoked Malt, Mesquite",Briess,smoked,grain,ASBC,6,80.5,,,,9.9,299,11,,,,,,45,,,,,,,,US,"Pronounced smoke, upfront earthy mesquite, smooth, slightly sweet — Less sweet than Cherry Wood Smoked Malt; smooth smoke aroma",
807cad70-26ed-4811-8e8c-b0b6bfe322df,Caramel Malt 10L,Briess,caramel,grain,ASBC,7,77,,,,19.7,,,,,,,,,,,,,,,,US,"Candy-like sweetness, mild caramel — Drum roasted, crystallized malt; improves foam; enhances viscosity; contributes golden hues",
a262a15b-bb4c-4d51-8b9d-048324afb5a3,Caramel Malt 20L,Briess,caramel,grain,ASBC,6,76,,,,39.4,,,,,,,,,,,,,,,,US,"Candy-like sweetness, mild caramel — Drum roasted, crystallized malt; improves foam; enhances viscosity; contributes golden hues",
eb9c3509-56ec-48d8-8744-13712401ffcc,Caramel Malt 30L,Briess,caramel,grain,ASBC,5.5,77,,,,59.1,,,,,,,,,,,,,,,,US,"Sweet, caramel, toffee — Drum roasted, crystallized malt; improves foam; enhances viscosity; golden hues",
ceaf6fa3-39e3-4770-87dd-e7dd08c48be7,Caramel Malt 40L,Briess,caramel,grain,ASBC,5.5,77,,,,78.8,,,,,,,,,,,,,,,,US,"Sweet, caramel, toffee — Drum roasted, crystallized malt; improves foam; enhances viscosity; golden hues",
6bd48e4c-3574-420e-ae15-870c497d8c6c,Caramel Malt 60L,Briess,caramel,grain,ASBC,5,77,,,,118.2,,,,,,,,,,,,,,,,US,"Sweet, pronounced caramel — Drum roasted, crystallized malt; improves foam; enhances viscosity; deep golden to red hues",
291e35b9-3e39-4bba-9b2e-12f5d2c5cd29,Caramel Malt 80L,Briess,caramel,grain,ASBC,4.5,76,,,,157.6,,,,,,,,,,,,,,,,US,"Pronounced caramel, slight burnt sugar, raisiny — Drum roasted, crystallized malt; improves foam; enhances viscosity; red to deep red hues",
c3905257-05ff-4dc8-a486-5bfdd94aa918,Caramel Malt 90L,Briess,caramel,grain,ASBC,4,75,,,,177.3,,,,,,,,,,,,,,,,US,"Pronounced caramel, burnt sugar, raisiny, prunes — Drum roasted, crystallized malt; improves foam; enhances viscosity; red to deep red hues",
52640baa-128b-4739-9444-527fa20676ca,Caramel Malt 120L,Briess,caramel,grain,ASBC,3,75,,,,236.4,,,,,,,,,,,,,,,,US,"Pronounced caramel, burnt sugar, raisiny, prunes — Drum roasted, crystallized malt; improves foam; enhances viscosity; red to deep red hues",
df5bc781-53dc-4655-956b-33436bbc319b,Caramel Rye Malt,Briess,caramel,grain,ASBC,5,80,,,,118.2,,,,,,,,,,,,,,,,US,"Slightly sweet, caramel, bready, spicy rye — Uniquely smooth and subtle yet complex rye malt; leans toward burnt orange and brown color",
8a6dac3b-1c31-4d4c-b4c2-acd2847b8e03,Caramel Vienne Malt 20L ,Briess,caramel,grain,ASBC,4.5,78,,,,39.4,,,,,,,,,,,,,,,,US,"Soft toffee, caramel, malty — Use in Vienna-style lagers and Belgian-style Abbey Ales",
972677cd-2679-452d-abee-44df23cac06d,Caramel Munich Malt 60L,Briess,caramel,grain,ASBC,3.5,77,,,,118.2,,,,,,,,,,,,,,,,US,"Caramel, roasted, malty — Use in IPAs, Pale Ales, Oktoberfest, and Porters; amber to red hues",
97142350-e450-41ee-997b-7b3e05ae56ab,Caracrystal® Wheat Malt,Briess,caramel,grain,ASBC,4,78,,,,108.4,,,,,,,,,,,,,,,,US,"Sweet, smooth, malty, bready, subtle caramel, dark toast, exceptionally clean finish — Foam and foam retention; orange to mahogany hues",
25477ca6-ef40-49fc-ba2d-512d6e511668,Carabrown® Malt,Briess,,grain,ASBC,2.2,79,,,,108.4,,,,,,,,,,,,,,,,US,"Smooth, slightly sweet malty, lightly toasted, biscuity, nutty, graham cracker, clean dry finish — Light brown to orange hues",
5a2e5ec0-ee85-4b40-96ce-68e71f27ab35,Chocolate Malt,Briess,,grain,ASBC,5.5,,,,,689.5,,,,,,,,,,,,,,,,US,"Rich roasted coffee, cocoa — Brown hues; use in all styles for color",
bf5748dc-f00d-4067-a45a-339fabad9ebc,Dark Chocolate Malt,Briess,,grain,ASBC,5.5,,,,,827.4,,,,,,,,,,,,,,,,US,Rich smooth coffee — Brown hues, use in all styles for color
c9f26562-cde0-49a6-be3f-5c4bdf26f62d,Black Malt,Briess,,grain,ASBC,6,,,,,985,,,,,,,,,,,,,,,,US,"Rich smooth coffee, roasty — Use in all styles for color",
80ad2c1c-f309-4937-94a7-b2a969c81de3,Black Malted Barley Flour,Briess,,grain,ASBC,6,,,,,985,,,,,,,,,,,,,,,,US,"Dry roasted, sharp to neutral — Use in dark beers for flavor; use in all styles for color with little flavor",
0df7d7a0-a2c4-4f75-8892-f6db339fa5a6,Blackprinz® Malt,Briess,,grain,ASBC,6,,,,,985,,,,,,,,,,,,,,,,US,"Subtle, smooth, no bitter, astringent, dry flavors or aftertaste, very delicate, clean flavor, mild roasted malty flavor",
7518a11f-ef2e-4f27-ab91-d9ced07cd7ce,Midnight Wheat Malt,Briess,,grain,ASBC,6.5,,,,,1083.5,,,,,,,,,,,,,,,,US,"Subtle, smooth, no bitter, astringent, dry flavors or aftertaste, starts slightly sweet, hints of roasted flavor, finishes exceptionally clean",
a7f5a067-a1ba-4629-9be0-f740d64e83bf,Roasted Barley,Briess,,grain,ASBC,5,,,,,591,,,,,,,,,,,,,,,,US,"Intense coffee, roasted — Provides color and rich, sharp flavor which is characteristic of Stout and some Porters",
c2398a55-2225-430f-8e02-6b876cb2a254,Black Barley,Briess,,grain,ASBC,6,,,,,1083.5,,,,,,,,,,,,,,,,US,"Rich roasted coffee — Provides color and rich, sharp flavor which is characteristic of Stout and some Porters",
214e92f8-6238-43ca-a0a4-8bf6aeafbaef,Hook Head Series Ale Malt,Minch Malt,,grain,EBC,4.5,82,,,,6,,10.5,,1.68,,100,100,35,140,,,,,86,6,Ireland,"Ales, IPA, Pale Ale, Porters and Stouts.",
5a9bb72f-dfd5-49dd-a3fe-4eb8da298c33,Hook Head Series Lager Malt ,Minch Malt,,grain,EBC,4.5,82,,,,3.8,,10.5,,1.68,,100,140,35,140,,,,,85,6,Ireland,"Pale Lagers, Pilsner Lagers",
2c435656-17d3-431c-bbad-a6e7cfde8659,Wheat Malt,Minch Malt,,grain,EBC,5,82,,,,5,,12,,1.92,,70,140,40,,,,,,,6,Ireland,"Wheat Beers / Weizen, Ales, IPA, American Pale Ale.",
5dccaada-47bd-4e97-b781-d089353652b5,1914 Spratt Archer Mild Ale Malt,Minch Malt,,grain,EBC,3.8,77.3,,,,7.3,,12.1,,1.936,,100,198,41,295,,,,,64.8,5.91,Ireland,"Milds, Ales, IPA, Pale Ale, Porters and Stouts.",
84d3090d-6b8d-4e00-a605-dae076d03d0b,Organic Malt,Minch Malt,,grain,EBC,4.5,82,,,,3.8,,,,,,100,,,,,1.55,,,85,6,Ireland,Multi-functional for all Organic Beers Styles,
149e9449-d7ff-43e3-810f-09202ea5ee02,Pre 1898 Old Irish Melanoidin Malt,Minch Malt,,grain,EBC,3,70.3,,,,93.8,,13.1,,2.096,,20,129,,366,,,,,59.6,5.7,Ireland,"Amber Ales, Red Ales and dark European style beers",
186dc724-333c-4961-bb53-4cdbf4db015b,Rye Malt,Minch Malt,,grain,EBC,4.5,86,,,,8,,10.2,,1.632,55,20,,,,,,,,,,Ireland,"Rye Beer such as Rye IPA, Rye Pale Ale, Rye Ales or Rye Whiskey",
94c7c063-cc8a-4633-bfe0-2c44ef161df4,1959 Hunter Pale Ale Malt,Minch Malt,,grain,EBC,5,,,,,6,,11.8,,1.888,,100,93,38,359,,,,,72,5.96,Ireland,"Ales, IPA, Pale Ale, Porters and Stouts.",
e2eaed51-2e58-4826-b91b-ec23e507f37b,Vienna Malt ,Les Maltiers,,grain,EBC,4.5,80,,,,12,250,11.5,5.7,1.84,,100,,,,,1.65,,,,6.3,France,"European Golden Lagers, Pilsner Lager, Vienna Beer.",
ab829d9d-6277-48c6-a496-04b24046b19f,Keep Flying – Maris Otter,Pauls Malt,,grain,EBC,4.5,81,,,,6,,10.2,,1.632,,100,150,35,140,,,,,86,6,UK,"Ales, IPA, Pale Ale, Porters and Stouts.",
31b57291-8815-46d3-9735-c5a4d8d4225c,Albino Whale – Extra Pale Ale Malt,Pauls Malt,,grain,EBC,4.5,81,,,,3.5,,10.2,,1.632,,100,150,35,140,,,,,86,6,UK,"Ales, IPA, Pale Ale, Extra Pale Ale, DIPA, NEIPA, Stout, Porter.",
81a8925a-77e4-4987-9ef9-d31efd5f82d8,Greedy Goats – Rolled Oats,Pauls Malt,,grain,EBC,6,,,,,7.5,,,,,,10,,,,,,,,,,UK,"IPA, Pale Ale, Porter, Stout, Oatmeal Stout.",
03345ef6-7688-443e-9b0d-6a7df7405eae,Rough Tide – Torrefied Wheat,Pauls Malt,,grain,EBC,10,81,,,,5,,,,,,6,,,,,,,,,,UK,"Ales, Lagers, IPA’s, Pale Ales, Stouts, Porters, NEIPA.",
79dd320e-4bec-4112-b779-0e5f212dde97,Washy Frothy – Wheat Malt,Pauls Malt,,grain,EBC,5,,,,,5,,12,,1.92,,6,140,40,,,1.65,,,,6,UK,"Wheat Beers / Weizen, Ales, IPA, American Pale Ale, Stout, Porter, Lager Styles.",
b2401bd7-c647-4257-9405-93d4d121475e,Angry Angler – Roast Barley,Pauls Malt,,grain,EBC,4,73,,,,1600,,,,,,5,,,,,,,,,,UK,"Ales, Porters and Stouts",
cefb6759-52ad-4798-aaec-c54fb93184dd,Black Bear – Black Malt,Pauls Malt,,grain,EBC,4,73,,,,1600,,,,,,12,,,,,,,,,,UK,"Ales, Porters and Stouts",
335cafdb-fedc-4711-84ca-63d3e0d28863,Captains Classic – Cara Malt,Pauls Malt,,grain,EBC,7.5,75,,,,35,,,,,,15,,,,,,,,,,UK,"Ales, Pale Ales, IPA, American-style Pale Ale.",
e274f5a8-47f2-4c19-89d6-d4e3cf6443b2,Dead Straight – Amber Malt,Pauls Malt,,grain,EBC,4,75,,,,90,,,,,,8,,,,,,,,,,UK,"Golden Ale, IPA, American Style Pale Ale.",
e9bc5727-70af-4621-b9cf-2052c4dc933f,Deep Diver – Dark Crystal Malt,Pauls Malt,,grain,EBC,5.5,75,,,,250,,,,,,10,,,,,,,,,,UK,"German-style Lagers, Ales, Pale Ales, IPA, Porters (for sweetness).",
903a600a-8330-4e53-96cf-6549291f40c8,Lucky Squid – Light Crystal Malt,Pauls Malt,,grain,EBC,5.5,75,,,,130,,,,,,10,,,,,,,,,,UK,"German-style Lagers, Ales, Pale Ales, IPA, Porters (for sweetness).",
8d74d474-d42d-4881-8793-6a0c91632c55,Mark 5 – Medium Crystal,Pauls Malt,,grain,EBC,5.5,75,,,,190,,,,,,10,,,,,,,,,,UK,"German-style Lagers, Ales, Pale Ales, IPA, Porters (for sweetness).",
91c65248-1179-43ce-93ea-d192930d87bf,Miserable Fish – Melanoidin Malt,Pauls Malt,,grain,EBC,4.5,77.5,,,,50,,11.5,,1.84,,60,,,,,,,70,,,UK,"Amber Ales, Red Ales and dark European style beers",
2712f0d4-10e6-4efb-b8c6-697c06a379bd,Muscley – Munich Malt,Pauls Malt,,grain,EBC,3.5,80,,,,16,,11.5,,1.84,,60,,,,,1.56,,,80,,UK,"German Lager, full bodied Dark Lager or Amber Ale",
d2c45ae9-a3ac-4b3a-8022-6b3a99bee6c2,Odd Amphibian – Lager Malt,Pauls Malt,,grain,EBC,4.5,81,,,,5,,11.25,,1.8,,100,195,35,140,,,,,85,6,UK,"Pale Lagers, Pilsner Lagers",
49251316-e3a2-49bc-85c7-6aa95feec3f3,Pale Whale – Pale Malt,Pauls Malt,,grain,EBC,4.5,81,,,,6,,10.2,,1.632,,100,150,35,140,,,,,86,6,UK,"Ales, IPA, Pale Ale, Porters and Stouts.",
566c1e15-aab7-4b33-95a2-f88eb8c8aa6a,Reliable Lighthouse – Chocolate Malt,Pauls Malt,,grain,EBC,4,73,,,,1000,,,,,,12,,,,,,,,,,UK,"Ales, Porters and Stouts",
eb8857da-1dc9-4702-bde1-80e6d9a8b224,Reliable Lighthouse Light – Light Chocolate Malt,Pauls Malt,,grain,EBC,4,73,,,,600,,,,,,12,,,,,,,,,,UK,"Ales, Porters and Stouts",
