ID,Name,Producer,Product ID,Type,Form,Species,End pH Min,End pH Max,Flavor/Aroma,Pitch,Pitch Temp ©,Tolerance (%),Attenuation Min (%),Attenuation Max (%),Flocculation (%),Temperature Min ©,Temperature Max ©,Best For,Description
02f51b36-ea35-45dc-916a-499e43018313,Irish Ale,Escarpment Labs,,Ale,Liquid,Saccharomyces cerevisiae,,,"Neutral, Malt-forward",,,23.0769,70,75,Medium High,18,22,"Stouts, Pale Ales, Porters","Irish ale yeast from a classic brewery, producing slight fruitiness and caramel notes. Great for Irish stouts, porters, red ales, and pale ales."
074078d4-b18c-4dc2-90bc-c6b15d52ac0e,Jötunn,Escarpment Labs,,Ale,Liquid,,,,"Fruit Salad, Light Spice",,,53.8462,80,,Medium High,22,35,"Saison, Table Beer","We bred a Saison strain and a Norwegian Kveik to produce this all-consuming giant of a yeast. A rare combination of diastatic and flocculent, making it a Saison yeast that is easy to crop and repitch. Expressive fruitiness but low banana ester. "
6b4fd72b-01c7-4143-b392-cf451b14862e,Isar Lager,Escarpment Labs,,Lager,Liquid,Saccharomyces pastorianus,,,"Balanced, Clean",,,38.4615,72,82,Medium High,10,15,For all types of lagers,"Accentuates malt character with a reliable fermentation profile, good flocculation and diacetyl reduction."
30cfeb35-27d2-4d33-897a-9f6ac03d0a9f,Kolsch,Escarpment Labs,,Ale,Liquid,Saccharomyces cerevisiae,,,"Red Apple, Clean, Malt-forward",,,23.0769,72,78,Medium,15,22,Clean and crisp ales,"This balanced and clean ale yeast is of course great for Altbier and Kölsch production, but also for a wide range of beers anywhere a clean fermentation is desired."
5f88c524-869f-4f6c-8a22-b87c3182df63,Krispy,Escarpment Labs,,Kveik,Liquid,Saccharomyces cerevisiae,,,"Clean, Light Fruitiness",,,53.8462,70,82,Medium High,18,30,Clean ales and pseudo-lagers,"KRISPY is a special blend of kveik yeasts selected by our lab wizards for optimal crispiness and crushability in beer. It can be used to make clean, lager-like beers in a fraction of the time since fermentations can be performed in the 20-30ºC range."
cf391367-d84b-4835-8577-c41af41c2f48,Lactobacillus Blend,Escarpment Labs,,Hybrid,Liquid,"Lactobacillus brevis, plantarum",,,"Orchard Fruit, Clean",,,,,,,30,40,Quick-turnaround sour beers,"A blend of two Lactobacillus species, L. brevis and L. plantarum. This blend is designed to be usable at a wide range of temperatures and is especially suited for kettle souring/sour worting."
4a7bbf79-ca67-4395-b973-a0ca7f51a3d6,Lactobacillus Blend 2.0,Escarpment Labs,,Hybrid,Liquid,"Lactobacillus plantarum, rhamnosus",,,"Tropical Fruit, Clean",,,,,,,30,40,"Quick-turnaround, fruity sour beers","A blend of our main L. plantarum strain and a strain of L. rhamnosus, which enhances fruit flavours in the finished beer with tasters noting red fruit and guava aromas. It is intended for kettle/quick souring but can also be used in 0 IBU wort."
42e3692a-c15c-4786-aaa9-215a7b6abe35,Lactobacillus brevis,Escarpment Labs,,Hybrid,Liquid,Lactobacillus brevis,,,"Yogurt, Mixed Acidity, Clean",,,,,,,30,40,Quick-turnaround sour beers,A single strain of L. brevis that performs well in kettle souring/sour worting where fast and clean lactic acidity is desired.
21187d10-b565-4e85-8e4c-a01123831c86,Lactobacillus Delbrueckii,Escarpment Labs,,Hybrid,Liquid,Lactobacillus delbrueckii,,,"Red Fruit, High Acidity",,,,,,,30,40,Quick-turnaround sour beers,A single strain of L. delbrueckii often used for quick souring. This strain can produce mixed berry and citrus aromatics.
731ec1d0-86b2-4cf1-869f-c373b6756b63,Laerdal Kveik,Escarpment Labs,,Kveik,Liquid,,,,"Pineapple, Orchard Fruit",,,53.8462,68,78,Medium High,20,35,"Pale Ale, IPA, Blond Ale","This single-strain isolate from the Lærdal Kveik (sourced from Dagfinn Wendelbo) ferments fast (like most kveik), flocculates well, and adds pineapple and orchard fruit aroma to beer. Ferments fast and is suited to hazy IPAs or English ales. "
67e60398-f6e7-4850-a567-cac239ccfa56,Mexican Lager,Escarpment Labs,,Lager,Liquid,Saccharomyces pastorianus,,,"Balanced, Clean",,,23.0769,70,70,Medium,10,14,For crisp and clean North American Lagers,A reliable North American lager strain that produces clean and crisp beers. Not just limited to light lager styles!
917140f9-af1e-4654-9557-d174e18f08c2,Mothership Brett Blend,Escarpment Labs,,Mixed-culture,Liquid,,,,Spectrum of Brett character,,,53.8462,80,,Low,22,27,Brett Beer,"A funky grab bag of our favourite Brett strains! This blend typically contains 10 individual strains. The character is highly dependent on fermentation conditions, but tends toward balanced, medium to high intensity Brett character."
3e72e45b-e751-4aa7-9dff-0b7f0c184ed2,New World Saison Blend,Escarpment Labs,,Mixed-culture,Liquid,"Saccharomyces pastorianus, Brettanomyces",,,"Plum, Citrus, Funk",,,53.8462,85,,Low,22,27,Funk-forward Saisons,"A new world Saison blend containing Saccharomyces and Brettanomyces to produce a fruity, funky beer with rustic charm."
cf9480f7-1513-4cc4-9f63-ec7500e6f50c,Northwest Ale,Escarpment Labs,,Ale,Liquid,,,,"Subtly Fruity, Hop-forward",,,38.4615,72,78,Medium,16,22,Crisp American Ales and subtle British styles,"A versatile American ale strain which leaves a clean flavour profile. Smooths hop bitterness, leading to balanced beers. This yeast is not as aggressively attenuative as Cali Ale or Anchorman Ale."
e5e9a132-27c6-41e2-9577-38ccabad2053,Old World Saison Blend,Escarpment Labs,,Mixed-culture,Liquid,Saccharomyces cerevisiae,,,"All the Esters, Baking Spice",,,53.8462,85,,Low,22,27,Balanced and clean Saisons,"A characterful blend of two classic Saison strains that produces complex fruit and black pepper notes along with a reliable, fast and high degree of attenuation."
eea4cf77-919f-4b1d-b683-4fb011448b56,Ontario Farmhouse Ale Blend,Escarpment Labs,,Ale,Liquid,"Saccharomyces cerevisiae, Brettanomyces",,,"Strawberry, Fruity, Light Funk",,,23.0769,80,,Low,22,27,Saisons and wild ales,"A combination of a rustic, fruity Saccharomyces strain we isolated from Ontario strawberries and two subtly fruity and funky Brettanomyces strains isolated from Ontario wine barrels. A true expression of terroir."
8669c8ea-87ff-40db-80d7-2a4953810057,Pine Tree Wit,Escarpment Labs,,Ale,Liquid,,,,"Subtle, Baking Spice",,,23.0769,72,82,Medium Low,19,24,The palest of Belgian beers,"Hailing from the Northeast USA, this Wit strain produces balanced esters and delicate phenols. Attenuation by this strain is responsive to mash temp and it is a great platform to lets the other ingredients shine through. Attenuation: 72-82% // Optimum Temp: 19-24ºC (66-75.2°F) // Alcohol tolerance: 10% // Flocculation: Medium-Low"
32dc5582-68da-4340-866e-e53d0d39f30f,Premium Pils,Escarpment Labs,,Lager,Liquid,,,,,,,,,,,,,,"Premium Pils is a Czech-derived lager strain with high fermentation rate and clean flavours. While its use is not limited to Czech style beers, we do think that it shines in these styles."
e9dd87a5-277d-47b1-8f75-e819934161ab,Saison Maison,Escarpment Labs,,Ale,Liquid,,,,"Rustic, Pepper",,,38.4615,80,,Medium Low,22,27,"Saisons, Belgian Golden Ales","This is a non-diastatic yeast isolated from a Belgian Saison. This is quite unique in the saison yeast world, as most saison yeasts contain the STA1 glucoamylase gene, resulting in extremely dry beers.  This yeast is suitable for breweries who want to produce authentic Saisons but who are put off by the risk of diastatic yeasts. Saison Maison attenuates in a manner similar to many workhorse ale strains like Cali Ale.  To produce an ultra-dry beer, amyloglucosidase enzyme products are recommended as an addition mid-ferment. We also recommend fermenting hot (up to 35ºC) and dosing additional oxygen. "
6a9cd47f-d4a1-4709-a69d-1a27c9c5ff01,Saison Nouveau,Escarpment Labs,,Hybrid,Liquid,,,,,,,53.8462,80,,Medium,20,25,North American-style Saisons,"A new world Saison strain to produce a balanced Saison base - clean, lightly fruity, peppery. This is the Saccharomyces strain from our New World Saision Blend (that blend contains Brett). This saison yeast contains the STA1 gene, meaning it is a diastatic yeast. Many Saison yeasts are diastatic, due to the desire for very high attenuation levels. However extra care must be taken to ensure these yeasts do not cross-contaminate non-diastatic yeasts. "
e6c3c097-a3e9-46a2-aea1-e5492671abb1,St. Remy Abbey Ale,Escarpment Labs,,Ale,Liquid,Saccharomyces cerevisiae,,,"Fruity, Malt-forward",,,23.0769,72,80,Medium,18,24,Malty Belgian styles - non phenolic,"A Belgian abbey strain which produces mixed fruity esters, while also highlighting malt aroma. A rare non-phenolic Belgian ale strain. Recommended for Dubbel and Quad styles."
236bf99c-4d47-4fee-8217-768a537959c8,St. Lucifer,Escarpment Labs,,Ale,Liquid,,,,"Balanced, Dry, Baking Spice",,,53.8462,75,80,Medium,20,28,"Pale Belgians - Blond, Tripel, etc.",A high-character Belgian ale strain able to produce high gravity beers with strong fruity and medium phenolic character. We recommend highly fermentable wort and a free rise fermentation for this strain. Fermentation can be slow to finish. We like this strain for pale Belgian beer styles.
778063ef-ebad-40a8-85ca-80d5857436aa,Stirling Ale,Escarpment Labs,,Ale,Liquid,Saccharomyces pastorianus,,,"Neutral, Clean, Balanced",,,53.8462,70,85,Medium,14,22,"Clean, focused ales of all kinds","This versatile strain can ferment colder than many ale strains, yielding exceptionally clean ales."
db4458a2-3803-4d3c-bfe2-7fc9c246f44c,The Kveik Ring: Midtbust,Escarpment Labs,,Kveik,Liquid,,,,,,33,,77,,,,,,"Hailing from Stordal, the Midtbust Kveik is well suited to a variety of beer styles. Here, we've blended 5 isolates from the original farmhouse culture. Like most kveik, the temperature can be pushed high to obtain more aroma expression or dialled down for a more neutral result.  We think Midtbust will work well in dark winter brews such as stouts, porters, and barleywines."
3475ce2d-b5ab-41e3-8dcb-b09a7eca4af1,Uberweizen,Escarpment Labs,,Ale,Liquid,Saccharomyces cerevisiae,,,"Banana, Citrus, Baking Spice",,,38.4615,72,80,Medium Low,18,24,All the weizens,"A slightly more attenuative German Hefeweizen strain compared to Weizen I, which still displays prominent banana and clove profile."
5d3b83db-4b08-49e1-95d6-e1801cb98c9d,Vermont Ale,Escarpment Labs,,Ale,Liquid,Saccharomyces cerevisiae,,,"Apricot, Citrus, Lemongrass",,,53.8462,73,83,Medium,19,22,Modern fruity hop-forward styles and English ales,"A high-character ale yeast that produces hop-accentuating fruity esters, supporting stone fruit and citrus character."
1138604f-0f27-4079-9002-6996bd7cdbd7,Voss Kveik ,Escarpment Labs,,Kveik,Liquid,Saccharomyces cerevisiae,,,"Citrus, Clean",,,53.8462,70,75,High,25,42,From clean beers to fruity IPAs,"This yeast can ferment at up to 42ºC, with clean flavours and a prominent citrus aroma."
9eafecb1-f602-4d93-b00e-d862b2b953c1,Weizen I,Escarpment Labs,,Ale,Liquid,Saccharomyces cerevisiae,,,"Banana, Baking Spice",,,38.4615,70,75,Low,18,24,All the weizens,"The classic German Hefeweizen strain. Banana ester (isoamyl acetate) character can be emphasized by slightly underpitching, creating a more fermentable wort, and/or using a higher fermentation temperature."
aba6ad13-3bb4-472f-b5dd-22efea16e4d3,West Abbey Ale,Escarpment Labs,,Ale,Liquid,,,,"Balanced Fruitiness, Baking Spice",,,53.8462,74,86,Medium,20,25,Balanced Belgian styles,"This strain produces balanced intensity of fruity esters and phenolics, and can be used for high gravity ferments."
2f59e952-ae8a-4763-8718-adcf8048f842,Wild Thing,Escarpment Labs,,Ale,Liquid,,,,"Red Apple, Banana, Baking Spice",,,23.0769,75,85,Low,25,25,"Saisons, Dry Belgian style ales","This wild Ontario ale yeast was isolated from an apple in a local orchard. Wild Thing produces distinct clove, spice, and subtle banana and apple fruit aroma. The taste is dry, spicy and clean. This yeast is most comparable to Belgian-style ale yeasts."
21461589-c278-4b27-8677-f12794661b48,SafAle BE-134,Fermentis,BE-134,Ale,Dry,Saccharomyces cerevisiae var. diastaticus,,,"Fruity, floral and phenolic notes and a dry character",,25,10,89,93,Low,18,28,Saison,"This typical brewer's yeast strain is recommended for well-attenuated beers, produces fruity, floral and phenolic notes and a dry character. Produces highly refreshing beers, it is ideal for Belgian-Saison style."
2484ce90-065c-4dd9-af5c-eca0936843fa,SafAle BE-256,Fermentis,BE-256,Ale,Dry,Saccharomyces cerevisiae,,,Fruitiness,,25,10,82,86,High,15,20,Belgian Ales,"Active dry brewer's yeast recommended to ferment a diversity of Belgian type beers such as abbey style known for its fruitiness and high alcohol content. It ferments very fast and reveals strong fermentation aromas. To maintain the aromatic profile at the end of the fermentation, we do recommend to crop this yeast as soon as possible after fermentation"
add97186-c12c-48fc-a61d-265a3d5a7947,SafAle F-2,Fermentis,F-2,Ale,Dry,Saccharomyces cerevisiae,,,,,20,10,,,,15,25,Cask,"SafAle™ F-2 brewing yeast has been selected specifically for secondary fermentation in bottle and in cask. This yeast assimilates very little amount of maltotriose but assimilates basic sugars (glucose, fructose, saccharose, maltose). It is characterized by a neutral aroma profile respecting the base beer character and settles very homogeneously at the end of fermentation."
2377b044-6736-4fd4-b662-bdffb7f97ee6,SafAle K-97,Fermentis,K-97,Ale,Dry,Saccharomyces cerevisiae,,,Floral and balanced fruity character.,,,10,80,84,Low,15,20,"The functional properties of brewing yeasts have a direct impact on the performance, quality and economics of the resulting beer.","German ale brewer's yeast producing subtle fermentation character. Depending on the conditions tend to present floral and balanced fruity character. Ideal for delicate beers such as German Kolsch beers, Belgian Wits and some versions of Session Beers. Suitable for heavily hopped beers and has ability to form a large firm head when fermenting."
55156a2f-4d26-43e7-8826-f2a7c3941b04,SafAle S-04,Fermentis,S-04,Ale,Dry,Saccharomyces cerevisiae,,,Balanced fruity and floral notes,,,10,74,82,Medium High,18,21,Ales,"English ale brewer's yeast selected for its fast fermentation profile. Produces balanced fruity and floral notes. Due to its flocculation power, tends to produce beers with higher clarity. Ideal for a large range of American and English Ales - including highly hopped beers - and is specially adapted to cask-conditioned and beers fermented in cylindro-conical tanks."
5cbd72ff-f2a9-4633-8bb2-02de761af226,SafAle S-33,Fermentis,S-33,Ale,Dry,Saccharomyces cerevisiae,,,,,,10,68,72,Medium,15,20,"Blond, Dubbel, Tripel, Quadrupel Styles, Imperial Stouts","Fruity driven strain, gives a high mouthfeel and body to the beer. Ideal for Belgian Ales (Blond, Dubbel, Tripel, Quadrupel Styles) and strong English ales (ex. Imperial Stouts). It is also ideal for New England IPA's. Yeast with a medium sedimentation: forms no clumps but a powdery haze when resuspended in the beer."
aacc1dd2-fc08-4f26-a4cf-6ef6615cde06,SafAle T-58,Fermentis,T-58,Ale,Dry,Saccharomyces cerevisiae,,,"Intense fruity and phenolic flavors – especially banana, clove and peppery notes",,,11.5,66.6667,,Medium,15,24,"Hefeweizen, Weissbier, Witbier","Specialty brewer's yeast selected for its strong fermentation character, intense fruity and phenolic flavors - especially banana, clove and peppery notes. Suitable for a great variety of wheat-base beers and fruity-spicy oriented styles. Yeast with a medium sedimentation: forms no clumps but a powdery haze when resuspended in the beer."
