ID,Name,Purpose,Alpha Acid Low (%),Alpha Acid High (%),Beta Acid Low (%),Beta Acid High (%),Co-Humulone Low (%),Co-Humulone High (%),Country,Storability,Total Oil Composition Low (mL/100g),Total Oil Composition High (mL/100g),Myrcene Oil Low (%),Myrcene Oil High (%),Humulene Oil Low (%),Humulene Oil High (%),Caryophyllene Oil Low (%),Caryophyllene Oil High (%),Farnesene Oil Low (%),Farnesene Oil High (%),Linalool Oil Low (%),Linalool Oil High (%),Polyphenols Oil Low (%),Polyphenols Oil High (%),Substitutes,Style Guide,Also Known As,Characteristics,Description
,Early Prolific,Aroma,4.7,,2.2,,23,,UK,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),0.5,,50,,21.2,,7,,4.6,,,,,,,,,Pleasant continental-style aroma,"Originating from Wye College in England, Early Prolific has a pleasant continental-style aroma but is not currently produced commercially as a result of its poor growth rate and lackluster yield. It received USDA accession in 1980. Despite having little commercial impact as a brewing variety, Early Prolific may however exhibit some breeding potential on the basis of its aromatic characteristics and impressive storage stability."
,Ivanhoe,Aroma,7.3,8,4.60,,,,US,,,,,,,,,,,,,,,,"Galena, Cluster, Northern Brewer","American Ale, California Common, Stout, India Pale Ale",,Mellow aroma of citrus and pine. Heady floral and herbal notes.,"Ivanhoe is one of the first revivals of California Cluster in more than 50 years. Revived by organic hop farm Hops-Mesiter, LLC near Clearlake, California, it is a European aroma type and has been compared to a more moderate Cascade. It features a lovely, mellow aroma of citrus and pine, but with heady floral and herbal notes."
,Cerera,"Bittering, Aroma",5,6,4,4.5,25,,Slovenia,Retains 49% alpha acid after 6 months storage at 20ºC (68ºF),1.54,,58,,13.2,,6,,3,,,,,,,,,Saaz-like aroma,"Cerera, sister to Celeia, has a pleasing continental aroma similar to Saaz. Developed in Slovenia in the 1980’s, it hails from Styrian Golding and a Yugoslav male and is classified as a seedless Super Styrian triploid variety. Poor storage stability has made Cerera a poor candidate for widespread commercial production."
,Citra®,"Bittering, Aroma",10,15,3,4.5,20,35,US,Retains 75% alpha acid after 6 months storage at 20ºC (68ºF),1.5,3,60,70,7,12,5,8,1,,,,,,"Simcoe®, Cascade (US), Centennial, Mosaic®","India Pale Ale, American Ales, Amber",Citra® Brand HBC 394 cv,"Citrus, grapefruit, lime, tropical fruits, harsh bitterness","American aroma hop Citra was created by John I. Haas, Inc. and Select Botanicals Group joint venture, the Hop Breeding Company. It was released to the brewing world in 2008. Now one of the most coveted high-impact aroma hops in the US, particularly among craft brewers, it boasts a complex lineage that includes the likes of Hallertau Mittelfrüh (father), Tettnanger (US), Brewer’s Gold and East Kent Golding."
,Legacy®,"Bittering, Aroma",7.8,8.4,,,,,US,,,,,,,,,,,,,,,,"Cluster, Galena, Northern Brewer","Ale, Lager, Stout, India Pale Ale",,"Notes of blackberry, black currant, orange and grapefruit. Floral and spicy.","Legacy® has been grown in Washington State for over 50 years. Despite this, Hops Direct, LLC registered the variety in 2013 and named it Legacy."
,Hallertau (NZ),Aroma,7,9,5.8,8.5,28,35,New Zealand,Retains 80%-85% alpha acid after 6 months storage at 20ºC (68ºF),0.9,1.,35,48,10,16.8,6,8.2,5,6.7,,,,,"Hallertau, Perle","Pale Ale, Lager, Pilsner, Bitter, Bock, American Lager",NZ Hallertau,"Distinct lime ‘zing’, delicately floral, clean tasting","New Zealand Hallertau is a triploid hop bred from Hallertau Mittelfrüher and a New Zealand male cultivar. First introduced in 1988 by HortResearch (now the New Zealand Institute for Plant and Food Research), it is purported to impart a distinct lime ‘zing’ beneath a delicately floral top."
,Hallertauer Gold,Aroma,7,10,5,7,20,,Germany,Retains 47% alpha acid after 6 months storage at 20ºC (68ºF),1.78,,63,,17,,4.8,,0.2,,,,,,"Hallertau Mittelfrüh, Tettnanger, East Kent Golding, Crystal, Mount Hood",American Lager,Hallertau Gold,Pleasing continental aroma,"A varietal of the German Institute for Hop Research in Huell, Germany, Hallertauer Gold is a descendant of Hallertau Mittelfrüher and is often marketed under various, similar names. Developed in the mid-1970s, it was released to the public in the late 1980s. A lot of commercially sold Hallertau is usually Hallertauer Gold or Hallertauer Gold combined with Hallertau Mittelfrüher. Its aroma is continental but with higher alpha acids and low cohumulone. This hop was bred to be more wilt resistant than its parent after persistent wilt became an issue in Germany."
,Jester®,Aroma,7,9,4,6,23,28,UK,,0.6,1.2,45,50,2,,,,0.1,0.2,,,,,"Cascade, Challenger","Pale Ale, IPA",,"Tropical fruit, grapefruit, blackcurrant, hints of lychee","Developed by Charles Faram & Co Ltd in the UK, proprietary hop Jester® brings with it distinct flavors and aroma qualities quite different to that of tradition English hop varieties. These unique characteristics include forward and robust notes of tropical fruits, grapefruit and blackcurrant and even hints of Lychee. It is considered most useful as a mid to late addition but is also fantastic to dry hop with. Though not considered a particularly useful bittering hop, when used in this regard it imparts a mild, herbal resonance."
,Nordgaard,Aroma,7.5,,3.4,,29,,Uncertain (Belgium or Denmark),Retains 79% alpha acid after 6 months storage at 20ºC (68ºF),0.94,,47,,27,,11,,1.7,,,,,,,,,Pleasing continental aroma,"Nordgaard is an old Belgian or Danish landrace that has been used for breeding, particularly in Solvenia in the 1970’s. It’s exact origin is unclear. The result of Spalt crossed with an unknown variety, it is said to impart pleasant continental aroma characteristics and is high in humulene."
,Goldings (NZ),"Bittering, Aroma",4,4.2,4.6,4.8,20,25,New Zealand,,0.3,,13.8,,48.4,,13.3,,0.3,,,,,,East Kent Golding,"English Pale Ale, Pale Ale",,,"New Zealand Goldings are said to have a subtle flavor and an enjoyable perfume with a nicely rounded bittering. It differs from the English Kent Golding in its delicate touch. In fresh beers, its flavor will only hold for about a month. Good traditional aroma hop used late in the boil or for dry hopping."
,Amarillo™ VGXP01,Aroma,8,11,6,7,21,24,US,Retains 96% alpha acid after 6 months storage at 20ºC (68ºF),1.5,1.9,68,70,9,11,2,4,2,4,,,,,"Cascade (US), Centennial, Ahtanum™, Chinook, Summer","American Pale Ale, India Pale Ale, American Wheat, Bitter, Wheat Beer, Red Ale, ESB",,Orange citrus flavor,"Amarillo™ VGXP01 hops are used worldwide where its ultra-high myrcene content creates a delicious orange citrus flavor. A varietal of Virgil Gamache Farms, Inc. Amarillo™ VGXP01 is highly acidic, making it a perfect choice for for ESB’s and Pale Ales."
,Centennial,"Bittering, Aroma",9.5,11.5,3.5,4.5,28,30,US,Retains 60%-65% alpha acid after 6 months storage at 20ºC (68ºF),1.5,2.5,45,55,10,18,5,8,0,1,,,,,"Chinook, Galena, Nugget, Zeus, Columbus, Cascade (US)","Extra Special Bitter, Barley Wine, Imperial Stout, India Pale Ale, Pale Ale",Super Cascade,Earthy and floral with an element of citrus,"Centennial owes its existence to a mix of Brewer’s Gold, Fuggle, East Kent Golding and Bavarian hops. Developed in 1974 and released in 1990, Centennial was pioneered by Charles (Chuck) Zimmerman and S.T. Kenny at Washington State University. It is at times referred to as super Cascade because of its similar citric characteristic. Centennial is a much-celebrated hop in its versatility with its depth of bitterness and forward aroma — two characteristics that balance each other beautifully."
,Apollo,Bittering,15,20,5.5,8,23,28,US,Retains 80%-90% alpha acid after 6 months storage at 20ºC (68ºF),1.5,2.5,30,50,20,35,14,20,1,,,,,,"Nugget, Columbus, Zeus, Magnum, Millennium","India Pale Ale, Imperial India Pale Ale, Experimental Beers",,"Sharp, clean bittering, grapefruit notes","Super-alpha hop Apollo was first bred in 2000 by Hopsteiner and released to the public in 2006. it is descended from Zeus and two other unnamed USDA varieties. It tends to be quite expensive, though quantities used tend to be smaller due to its ultra-high concentration of alpha-acids."
,BOR,Aroma,2,3,3,4,14,20,US,Retains 67% alpha acid after 6 months storage at 20ºC (68ºF),0.65,,21,,46,,13,,,,,,,,,"German Pilsner, Pale Ale, Wheat Beer",BOR 704,,"Selected by Dr Bob Romanko, BOR 704 was so named for it’s planting position, row 7, plant 04, in the Prosser “Bone Yard” in the Yakima Valley. It features an aroma profile that is distinctly European. While BOR exhibits a relatively poor yield, it has been used to breed other seedlings in an effort to pass on its low cohumulone rate that is sometimes as low as 14%. However, its low alpha content has hindered it from gaining any successful foothold in commercial hops production."
,Hüll Melon,Aroma,6.9,7.5,7.3,7.9,25,30,Germany,,0.8,,36,,10,20,5,10,1,,,,,,,,Huell Melon,"Intensely fruity, flavors and aromas of honeydew melon, strawberry","Relatively new on the market, Hüll Melon made its debut in 2012. A daughter of Cascade (US), it has some interesting flavor characteristics not commonly associated with hops. It is noted to be intensely fruity with flavors and aromas of honeydew melon and strawberry."
,Keyworth’s Midseason,Aroma,7.5,,3.1,,46,,UK,Retains 45% alpha acid after 6 months storage at 20ºC (68ºF),0.89,,56,,13,,10,,,,,,,,Fuggle,,,,"Keyworth’s Midseason was produced alongside Keyworth’s Early in the 1940’s for the same desired wilt resistance. A cross between Fuggle and a wild American female, Keyworth’s Midseason proved more popular than Keyworth’s Early and reached a cultivation close to 600 acres in 1954. It is the parent of Density and Defender."
,Delta,Aroma,5.5,7,5.5,7,22,24,US,Retains 80%-90% alpha acid after 6 months storage at 20ºC (68ºF),0.5,1.,25,40,25,35,9,15,0,1,,,,,"Cascade, Nelson Sauvin, Fuggle, Willamette","American Pale Ale, American India Pale Ale, ESBs",Hopsteiner 04188,Spicy with notes of melon and citrus,"Released in 2009, aroma variety Delta is a relatively new kid on the block. It is a Fuggle-type hop, similar to a Willamette, but with a kick. It features a mild and pleasantly spicy aroma of with notes of melon and citrus. Delta is considered ideal for ale finishing."
,Pioneer,"Bittering, Aroma",8,10,3.5,4,36,40,UK,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1,1.8,31,36,22,24,7,8,0,1,,,,,East Kent Golding,"India Pale Ale, Red Ale, Specialty Ale, Strong Bitter",,"Clean bittering, aromas of citrus, lemon, grapefruit, herbs and cedar",Pioneer has a classic English aroma and mild-tempered bittering despite its very high cohumulone levels. It is considered more than suitable for use at any point in the brewing process.
,Chelan,Bittering,12,15.5,8.5,11.5,33,35,US,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),1.5,1.9,45,55,12,15,9,12,1,,,,,,"Galena, Nugget",American Ale,,"Strong, brutish bitterness","Chelan is a privately patented bittering hop and daughter to Galena. Developed by John I. Haas, Inc. and grown exclusively in Washington State, it was released in 1994 and has found popular use in male styles of ales – particularly American style ales."
,Magnum,Bittering,12,14,4.5,5.5,24,25,Germany,Retains 80%-85% alpha acid after 6 months storage at 20ºC (68ºF),1.9,2.3,30,35,34,40,8,12,0,1,,,,,"Hallertauer Taurus, Columbus, Nugget","India Pilsner, Belgian India Pale Ale, American Ale, Blonde Ale, Pale Ale, Nut Brown Ale, Dark Ale, Pilsner, Bright Ale, Hefeweizen",Hallertau Magnum,"Clean bitterness, subtle citrus flavors","Magnum is fast becoming a brewing favorite in Europe and towards being one of the most widely grown high alpha varieties in the US. Used predominately as a base bittering hop it features an exceptional growth rate, yield and superlative storage stability and is said to result in squeaky clean bitterness and subtle citrus-like flavors."
,Fuggle N,"Aroma, Breeding",5.6,,3,,26.4,,UK,Retains 72% alpha acid after 6 months storage at 20ºC (68ºF),0.95,,48,,24,,8,,4.2,,,,,,,,,,Fuggle N is a clonal selection from the original Fuggle. It was selected in 1943 as part of a trial that began in 1931 at the East Malling Research Station. It is not produced commercially; rather it is used for breeding.
,Hersbrucker Red-Stem,Aroma,5,6,5,6,18,,Germany,Retains 60% alpha acid after 6 months storage at 20ºC (68ºF),1.2,,55,,10,,9,,,,,,,,,,Hersbrucker Alpha,Pleasing noble characteristics,"Hersbrucker Red-Stem is, as I’m sure you guessed, so named due to its red stem. All Hersbruckers have red stems, but in this variety it is even more distinct. It is a clonal offshoot of Hersbrucker, supposedly with a higher alpha acid potential. Hersbrucker clones have declined in production over the years since their introduction in the 1980’s. This is mainly due to the rise of Hallertauer Tradition and Spalter Select, which exhibit much higher alpha percentages."
,Nadwislanska,Aroma,3,5,2.5,5,23,,Poland,Retains 58% alpha acid after 6 months storage at 20ºC (68ºF),0.5,,32,,27,,8.2,,13.5,,,,,,,,Nadwislanski,Noble aroma characteristics,"Likely descended from Czech hops, Polish-grown Nadwislanska is a green-stem variety in stark contrast to Lubelska’s red stem, despite their tandem emergence. It features pleasant, noble aroma characteristics. It was bred disease free but to the disappointment of its developers, its poor yield did not improve. It is no longer grown anywhere commercially."
,Willamette (AUS),"Bittering, Aroma",5,7.2,3.9,5.7,30,35,Australia,,1.4,2,30,40,25,35,7,10,5,7,,,,,"Fuggle, Styrian Golding, Tettnanger (US), Glacier, Styrian Golding","Ale, American Ales, Pale Ale, Brown Ale, English Ales, Porter",,"Mildly resinous, floral character","Willamette (AUS) hops are a directly descended from US-grown Willamette and were introduced to Australia in 1988. Imported and primarily grown by Hop Products Australia, the Australian version of this iconic aroma hop features a mlld, spicy, resinous and floral character."
,Columbus,"Bittering, Aroma",14,18,4.5,6,28,35,US,Retains 50%-60% alpha acid after 6 months storage at 20ºC (68ºF),1.5,4.5,25,55,9,25,6,12,0,1,,,,,"Zeus, Chinook, Northern Brewer, Nugget, Target, Warrior®, Millenium, Bullion","Imperial Brown Ale, Barley Wine, Imperial Stout, American Ales, Stout","Tomahawk®, CTZ",,"The exact lineage of the proprietary hop Columbus is unknown. Its namesake was created in part as the result of a legal dispute between Hopunion and Yakima Chief when both parties attempted to patent the same hop. Yakima Chief’s variety was named Tomahawk®. After an agreement was reached, both names were registered. They are technically the same hop however."
,Bitter Gold,Bittering,15.4,18.8,6.1,8,36,41,US,Retains 55.6% alpha acid after 6 months storage at 20ºC (68ºF),0.81,3.92,68.2,,7.5,,8.4,,1.2,,,,,,"Galena, Nugget","Ale, Lager, Pilsner, Bitter, India Pale Ale",,"Use for bittering only, has no notable aroma","Super-alpha variety Bitter Gold’s heritage comes from varieties Bullion, Brewer’s Gold, Comet and Fuggle. It features an alpha-acid percentage higher than any of its parents and higher even than Galena or Nugget, to which it is often compared."
,Southern Brewer,Bittering,5.6,12,2.8,5,33,42,,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.4,1.5,50,62,10,26,4,10,3,11.2,,,,,Southern Promise,,,,"Parent of Southern Promise, Southern Brewer was developed in the early 1970’s after the primary South African hops variety at the time, Golden Cluster, was devastated by black root rot. It is the result of an open pollinated cross of Fuggle."
,Canterbury Whitebine,Aroma,,,,,,,UK,,,,,,,,,,,,,,,,"East Kent Golding, Mathon",,,Delicate flavor,"Well over 200 years old, Canterbury Whitebine is the cultivar from which the first Goldings were cloned in 1790. Around this time, Whitebine was grown prolifically in Farnham, Canterbury and in Hampshire. Limited information can be found on it except that in its wild state, it gave rise to several different varieties, each suited to be grown in various regions of the UK. Cobb hops are an example and were selected from a field of Canterbury Whitebine in 1881. Mathon hops have also been stated to share Canterbury Whitebine’s “botanical” character. Anecdotally, it is said to impart a delicate and pleasant flavor."
,Equinox,Aroma,14.5,15.5,4.5,5.5,32,38,US,,2.5,4.5,,,,,,,,,,,,,,"IPA, American Ale, Pilsner",HBC 366 Cv.,"Notes of lemon and lime citrus, fruits like papaya and apple, green peppers and herbs","Developed by The Hop Breeding Company, a joint venture between John I Haas and the Select Botanicals Group, Equinox is a distinctive aroma hop. Planted originally in Toppenish, Washington and officially unveiled in 2014, its use is said to bring with it notes of lemon and lime citrus, fruits like papaya and apple as well as green peppers and herbs."
,Neoplanta,"Bittering, Aroma",7.4,12,2.9,5,36,,Slovenia,Retains 63% alpha acid after 6 months storage at 20ºC (68ºF),1.3,,49,,20,,8.9,,5,,,,,,,,,,"Slovenian hop Neoplanta hails from a combination between Northern Brewer, Styrian Golding and a wild Slovenian male. First appearing in the late 1960’s, the variety was bred alongside Vojvodina and Dunav in the hopes of replacing the landrace variety Backa which was suffering from poor yields."
,Polaris,"Bittering, Aroma",18,23,4.5,6,22,28,Germany,,4.0,5.,50,,20,35,8,13,1,,,,,,,"Ales, Pale Ales, India Pale Ale",German Polaris,"Floral and fruity aromas, spice, pine and mint","New to the scene, the Hop Research Institute in Hüll, Germany released Polaris in 2012. Commanding incredibly high alpha acids, Polaris features elements of spice, pine and intense mint alongside a strong but pleasant, fruity and floral aroma."
,Sussex,Aroma,4.3,5.8,2.4,3.2,29,32,UK,,0.4,0.6,42,,23,,,,1,,,,,,"Progress, Whitbread Golding, Fuggle","English Ale, Pale Ale, Belgian Ale",,Delicate tropical flavors and a unique fruit-forward aroma,"Sussex hops are an award-winning dwarf variety discovered by Peter Cyster in Northiam, East Sussex in 2005. Its brewing use uncovers a powerful aroma alongside delicate tropical flavors and great flavor retention. It is considered to be forwardly fruity and its unique aroma afforded it third place in the hedgerow category of the Institute of Brewing and Distilling’s British Hop Competition in 2012."
,Saxon,Aroma,8,10,4,5,20,,UK,Retains 75% alpha acid after 6 months storage at 20ºC (68ºF),0.95,,54,,11.8,,5.6,,6.7,,,,,,,,Wye Saxon,Pleasant aroma,"Saxon was developed in England at the esteemed Wye College. It was bred from Svaloef, an old Swedish variety that is no longer grown and an unnamed male varietal. Sister to Viking, Saxon does have a pleasant aroma when used in brewing but is not grown commercially. It is instead used predominantly for breeding. Its yield is poor in the US, but higher in England."
,Alliance,"Bittering, Aroma",4.6,7.5,1.6,5.1,29,,UK,Retains 78% alpha acid after 6 months storage at 20ºC (68ºF),0.47,1.35,36.7,,33,,11.3,,1.9,,,,,,,,,,"Alliance is a daughter of Whitbread Golding and was developed at Wye College alongside Progress in the early 1960’s. It is not known to be grown commercially anywhere at this time. It enjoyed a high yield in England but this was much more inconsistent in US plots. Originally bred to replace Fuggle, but after it resulted in only a marginal improvement the variety was deemed a failure."
,Herald,"Bittering, Aroma",11.9,12.8,4.8,5.5,35,37,UK,Retains 60%-70% alpha acid after 6 months storage at 20 degrees C,1,1.9,40,40,15,15,7,,0,1,,,,,Pioneer,"Pale Ale, Golden Ale",,,"Herald hops were one of a first wave of dwarf hops introduced to the industry. It was released in 1996 alongside sisters Pilgrim and Pioneer. Some brewers were initially reluctant to use Herald despite its clean bitterness and a nice nose of orange and grapefruit. Today Herald is employed by a multitude of craft breweries, particularly in the UK."
,Eastwell Golding,Aroma,6,,3,,30,,UK,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),1.5,,50,,25,,8,,0.2,,,,,,,"English Ales, Belgian Ales",,,"Created via clonal selection in 1889 in Kent, England, Eastwell Golding is one of the many varieties of Golding aroma hops. Exhibiting a typical English hop aroma, it is currently in demand for copper and dry hopping and usually employed in English and Belgian Ales."
,Mathon,Aroma,4.4,6.7,1.9,2.8,26,32,UK,,0.8,1.,,,,,,,,,,,,,"Bramling, East Kent Golding, Progress, Whitbread Golding","Extra Special Bitter, Bitter, Pale Ale","Mathon-White, Mathon Whitebine",Goldings-style aroma,"The pedigree of the Mathon hop is a bit of a mystery. Early writings about hops indicate that both Mathon and Goldings were growing side by side as early as the late 1700’s. Writings today appear to suggest that it may have hailed specifically from Farnham Whitebine or Canterbury Whitebine in much the same way the Goldings varieties did. One this is for sure, it solidly features the pleasant aroma for which most Goldings hops are well known."
,Buket,"Bittering, Aroma",11,,4.9,,24,,Slovenia,Retains 53% alpha acid after 6 months storage at 20ºC (68ºF),2.15,,57,,17,,5.4,,5.5,,,,,,,"English Ale, Extra Special Bitter, Lager, Pilsner",,,Buket is a 2nd generation Fuggle and offspring of Northern Brewer. It was first bred in the Zalec region of Slovenia in the mid 1970’s alongside Bobek and Blisk. Inspiration for all three of these hops was down to attempts by researchers to create both high alpha and good aroma in one cultivar. It has not been used to any great extent commercially since its creation.
,Chinook,"Bittering, Aroma",12,14,3,4,29,34,,Retains 68%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.5,2.7,35,40,18,25,9,11,0,1,,,,,"Galena, Eroica, Nugget, Bullion, Columbus, Northern Brewer, Target","Winter Ale, Pale Ale, India Pale Ale, Porter, Stout, Lager, Barley Wine, American Lager, American Ale",,Bouquet of pine and spice,"Chinook hops are suitable for any stage of the boil. They’re not only a natural for American-style Pale Ales and IPAs, but they also find their way into seasonal ales, barley wine and some porters and stouts. The variety is a cross between Petham Golding and a USDA male and features a pine-like, spicy bouquet with robust flavors of grapefruit."
,Hüller Bitterer,"Bittering, Aroma",4.5,7,4.5,5.5,26,31,Germany,Retains 60% alpha acid after 6 months storage at 20ºC (68ºF),1,1.5,28,51,9,21,5,8,0,1,,,,,,"Schwarzbier, Lager",,,"Developed in the late 1960’s and released in 1978, Hüller Bitterer has the distinction of being the first wilt resistant variety to come from the German Hüll hop breeding program. Descended from Northern Brewer, it is an excellent dual-use hop and is still known for its clean bittering character. In commercial use, it has now largely been replaced with other wilt resistant varieties, specifically Perle."
,Styrian Wolf,"Bittering, Aroma",10,18.5,5,6,22,23,Slovenia,,2.2,3.6,60,70,5,9,2,3,4.5,6.5,,,,,,"IPA, Pale Ale, Ale",Wolf,,"Developed by the Slovenian Institute for Hop Research and Brewing, Styrian Wolf is one of the latest Styrian hops on the market. When brewed, expect intense fruity and floral notes. These include flavors of sweet tropical fruits and complex aromas of mango, elderflower and even a hint of violet."
,Blato,Aroma,4.5,,3.5,,21,,Czech Republic,Retains 65% alpha acid after 6 months storage at 20ºC (68ºF),0.65,,47,,18,,5,,11.2,,,,,,,"Lager,Pilsner",,Similar delicate aroma profile to other Saaz hops,"Blato was one of the first hops authorized in Czechia (formerly Czechoslovakia) for commercial production. It is not usually singled out, but is one of the collective known as Saaz Hops, or Bohemian Early Red. It doesn’t yield very well in the U.S., but it is suspected to be much more prolific in its native homeland. Zatec Hop Company in Czechia states that in the analysis of the oils and resins, Blato and its siblings have proven to have the same fine aromatic profile of other Saaz hops one that is genuine and delicate."
,Bramling,Aroma,5.8,,3,,27,,UK,Retains 76% alpha acid after 6 months storage at 20ºC (68ºF),0.9,,,,,,,,,,,,,,"Whitbread Golding, Progress, East Kent Golding","Golden Ale, Bitter, Rye Ale, India Pale Ale, Stout, Golden Ale, Imperial Stout, Pale Ale, Holiday Ale",,Pleasant European aroma,Bramling was a popular and prolific hop in England around the turn of the 20th century and it is known to have been widely cultivated by 1865 for use in golden and rye ales primarily. But its increasingly low yield has caused it to fall out of favor. It is grown in British Columbia for Canadian breweries desiring aroma hops. Its origin is unknown. Its profile is of very low alpha acids and moderately low cohumulone. It is said to have a pleasant European aroma profile.
,Cascade (Australia),Aroma,5,7,5,7,33,40,Australia,,0.8,1.3,40,60,40,60,3,9,5,9,,,,,"Hallertau, East Kent Golding","Barley Wine, American Pale Ale, Australian Lager",,Same as Cascade (US) but with notes of grapefruit,"Differing from other Cascades in its oil balance, Australian Cascade is predominantly produced in Tasmania. Descended from Fuggle, Serebrianka and wild Native American hops, when grown in Australia, it features all the characteristic citrusy, spicy, floral notes of American Cascade but with an additional delicate essence of grapefruit."
,Mount Hood,Aroma,4,8,5,8,21,23,US,Retains 50%-60% alpha acid after 6 months storage at 20ºC (68ºF),1,1.7,30,40,12,38,7,16,0,1,,,,,"Crystal, Strisselspalter, Hersbrucker","Hefeweizen, Doppelbock, Russian Imperial Stout, Brown Ale, Golden Ale, Pale Ale, Amber Ale, Weizenbock, India Pale Ale, Holiday Lager, Bock, American Wheat, Alt Munich Helles, American Lager","Mt. Hood, Mt Hood",Noble hop aroma,"Released in 1989, Mount Hood is an American-bred cultivar stemming from Hallertau Mittelfrüher. Popular among American craft brewers, it makes a good aroma hop, with characteristics similar to a Hallertau or Hersbrucker and is also half-sister to Crystal, Ultra and Liberty."
,Fantasia®,"Bittering, Aroma",4.3,,,,,,,,0.9,,,,,,,,,,,,,,,,,"Fruit, noble aromas, cream, caramel","A proprietary blend created by the Barth-Haas group, Fantasia® claims to bring a cream and caramel character to your brew. Other observations have suggested that while this might be the case on some level, it has a much more significant profile of fruit and classic European noble characteristics."
